"NPI","Resource ID","Name","References List"
"9995334207","Practitioner/vhdir-practitioner-9995334207","Alan Champlin"
"9990283779","Practitioner/vhdir-practitioner-9990283779","Franklyn Beier"
"9992607917","Practitioner/vhdir-practitioner-9992607917","Jamaal Armstrong"
"9996940463","Practitioner/vhdir-practitioner-9996940463","Enrique Padilla"
"9993011061","Practitioner/vhdir-practitioner-9993011061","Porfirio Schulist"
"9998667539","Practitioner/vhdir-practitioner-9998667539","Luis Bueno"
"9992001940","Practitioner/vhdir-practitioner-9992001940","Colton McLaughlin"
"9990980735","Practitioner/vhdir-practitioner-9990980735","Joaquin McCullough"
"9995233261","Practitioner/vhdir-practitioner-9995233261","Clyde Altenwerth"
"9993011228","Practitioner/vhdir-practitioner-9993011228","María Luisa Palacios"
"9991293834","Practitioner/vhdir-practitioner-9991293834","Deshawn Zulauf"
"9995031354","Practitioner/vhdir-practitioner-9995031354","Adolph Gaylord"
"9993011145","Practitioner/vhdir-practitioner-9993011145","Chase Kuhic"
"9994920121","Practitioner/vhdir-practitioner-9994920121","Claudio Mayorga"
"9992304172","Practitioner/vhdir-practitioner-9992304172","Jewell Batz"
"9996243557","Practitioner/vhdir-practitioner-9996243557","Dee Fahey"
"9991990013","Practitioner/vhdir-practitioner-9991990013","Max Lesch"
"9997950411","Practitioner/vhdir-practitioner-9997950411","Jessie Wunsch"
"9994627184","Practitioner/vhdir-practitioner-9994627184","Olivia Benavides"
"9994526172","Practitioner/vhdir-practitioner-9994526172","Janita Ortiz"
"9993516068","Practitioner/vhdir-practitioner-9993516068","José María Corral"
"9995233238","Practitioner/vhdir-practitioner-9995233238","Daniel Dietrich"
"9995132226","Practitioner/vhdir-practitioner-9995132226","Leigh Schroeder"
"9996142504","Practitioner/vhdir-practitioner-9996142504","Hernán Sedillo"
"9991697050","Practitioner/vhdir-practitioner-9991697050","Jeffrey Champlin"
"9994324309","Practitioner/vhdir-practitioner-9994324309","Genevie Gislason"
"9998567806","Practitioner/vhdir-practitioner-9998567806","Tran Dooley"
"9995536369","Practitioner/vhdir-practitioner-9995536369","Alejandra Rodrígez"
"9995637405","Practitioner/vhdir-practitioner-9995637405","Benito Vigil"
"9990889920","Practitioner/vhdir-practitioner-9990889920","Lucia Holguín"
"9991091034","Practitioner/vhdir-practitioner-9991091034","Hellen Raynor"
