"NPI","Resource ID","Name","References List"
"9992607537","Organization/vhdir-organization-9992607537","GREATER NEW BEDFORD COMMUNITY HEALTH CENTER, INC."
"9995131442","Organization/vhdir-organization-9995131442","VASSAR HEALTH CONNECTICUT, INC."
"9990789741","Organization/vhdir-organization-9990789741","EYE ASSOCIATES PC"
"9998062387","Organization/vhdir-organization-9998062387","DEUTSCHES ALTENHEIM INC."
"9990780047","Organization/vhdir-organization-9990780047","HARRINGTON MEMORIAL HOSPITAL, INC."
"9994427431","Organization/vhdir-organization-9994427431","ESSENT HEALTHCARE - AYER, INC."
"9991396014","Organization/vhdir-organization-9991396014","ARC WORCESTER CENTER, L.P."
"9991790820","Organization/vhdir-organization-9991790820","TRAVIS CORP"
"9996245255","Organization/vhdir-organization-9996245255","START INC"
"9998962430","Organization/vhdir-organization-9998962430","START INC"
"9999972445","Organization/vhdir-organization-9999972445","QUINCY MEDICAL CENTER"
"9997659264","Organization/vhdir-organization-9997659264","SPRINGFIELD REHABILITATION CENTER INC."
"9991892344","Organization/vhdir-organization-9991892344","SEACOAST AFFILIATED GROUP PRACTICE, INC."
"9995630533","Organization/vhdir-organization-9995630533","COMMUNITY HEALTH CONNECTIONS, INC."
"9995731321","Organization/vhdir-organization-9995731321","CODAC INC"
"9992307530","Organization/vhdir-organization-9992307530","LOWELL COMMUNITY HEALTH CENTER, INC."
"9999670259","Organization/vhdir-organization-9999670259","MOUNT AUBURN HOSPITAL"
"9998762106","Organization/vhdir-organization-9998762106","TOLLGATE SLEEP DISORDERS CENTER, INC."
"9998863986","Organization/vhdir-organization-9998863986","CAMBRIDGE HEALTH ALLIANCE ELDER SERVICE PLAN"
"9995338232","Organization/vhdir-organization-9995338232","JOHNSON HEALTH CARE, INC. DBA JOHNSON SURGERY CENTER"
"9996348148","Organization/vhdir-organization-9996348148","FARMINGTON SURGERY CENTER LLC"
"9990085657","Organization/vhdir-organization-9990085657","BAYSIDE ENDOSCOPY, LLC"
"9991095779","Organization/vhdir-organization-9991095779","PLANNED PARENTHOOD LEAGUE OF MASSACHUSETTS, INC."
"9994126865","Organization/vhdir-organization-9994126865","BAY STATE COMMUNITY SERVICES, INC."
"9991692366","Organization/vhdir-organization-9991692366","HARBOR HEALTH SERVICES, INC."
"9999278250","Organization/vhdir-organization-9999278250","ROGER WILLIAMS MEDICAL CENTER"
"9999177926","Organization/vhdir-organization-9999177926","EASTER SEALS CAPITAL REGION &amp; EASTERN CONNECTICUT, INC."
"9998864828","Organization/vhdir-organization-9998864828","FAMILY MEDICINE ASSOCIATES P. C."
"9997955733","Organization/vhdir-organization-9997955733","DISCOVERY HOUSE UTAH"
"9993319368","Organization/vhdir-organization-9993319368","RHODE ISLAND SUBSTANCE ABUSE TREATMENT, INC."
"9995935572","Organization/vhdir-organization-9995935572","JOHN C BREEN PC"
"9994521488","Organization/vhdir-organization-9994521488","RHODE ISLAND SUBSTANCE ABUSE TREATMENT INC"
"9994723478","Organization/vhdir-organization-9994723478","PHYSICAL THERAPY CENTER, INC"
"9992006923","Organization/vhdir-organization-9992006923","LIFEBRIDGE COMMUNITY SERVICES, INC."
"9990188327","Organization/vhdir-organization-9990188327","SOUNDVIEW ORTHOPAEDIC ASSOC. LLP"
"9996441719","Organization/vhdir-organization-9996441719","COMPREHENSIVE COMMUNITY ACTION, INC."
"9997552602","Organization/vhdir-organization-9997552602","ESSENT HEALTH CARE OF MASS INC"
"9999774646","Organization/vhdir-organization-9999774646","GREATER LAWRENCE FAMILY HEALTH CENTER, INC."
"9998269624","Organization/vhdir-organization-9998269624","HOSPITAL OF SAINT RAPHAEL"
"9996643294","Organization/vhdir-organization-9996643294","KENT COUNTY MEMORIAL HOSPITAL"
