"NPI","Resource ID","Name","References List"
"9995334207","Practitioner/vhdir-practitioner-9995334207","Seth Zboncak"
"9990283779","Practitioner/vhdir-practitioner-9990283779","Taylor Feil"
"9992607917","Practitioner/vhdir-practitioner-9992607917","Pablo Navarro"
"9996940463","Practitioner/vhdir-practitioner-9996940463","Foster Shanahan"
"9993011061","Practitioner/vhdir-practitioner-9993011061","Felipe Chávez"
"9998667539","Practitioner/vhdir-practitioner-9998667539","Dwayne Hoppe"
"9992001940","Practitioner/vhdir-practitioner-9992001940","Darron Dibbert"
"9990980735","Practitioner/vhdir-practitioner-9990980735","Nolan Powlowski"
"9995233261","Practitioner/vhdir-practitioner-9995233261","Clemente Cadena"
"9993011228","Practitioner/vhdir-practitioner-9993011228","Irene Correa"
"9991293834","Practitioner/vhdir-practitioner-9991293834","Pedro Mayorga"
"9995031354","Practitioner/vhdir-practitioner-9995031354","Alonso Quigley"
"9993011145","Practitioner/vhdir-practitioner-9993011145","Houston Rowe"
"9994920121","Practitioner/vhdir-practitioner-9994920121","Javier Moreno"
"9992304172","Practitioner/vhdir-practitioner-9992304172","Randell Hammes"
"9996243557","Practitioner/vhdir-practitioner-9996243557","Glenn Streich"
"9991990013","Practitioner/vhdir-practitioner-9991990013","Winfred Ward"
"9997950411","Practitioner/vhdir-practitioner-9997950411","Sancho Montañez"
"9994627184","Practitioner/vhdir-practitioner-9994627184","Ariadna Marroquín"
"9994526172","Practitioner/vhdir-practitioner-9994526172","Yasmine Kuhic"
"9993516068","Practitioner/vhdir-practitioner-9993516068","Jae Satterfield"
"9995233238","Practitioner/vhdir-practitioner-9995233238","Gregorio Villareal"
"9995132226","Practitioner/vhdir-practitioner-9995132226","Jerrold Fritsch"
"9996142504","Practitioner/vhdir-practitioner-9996142504","Valentine Swift"
"9991697050","Practitioner/vhdir-practitioner-9991697050","Curt Quigley"
"9994324309","Practitioner/vhdir-practitioner-9994324309","Gabriela Peres"
"9998567806","Practitioner/vhdir-practitioner-9998567806","Elsa Dueñas"
"9995536369","Practitioner/vhdir-practitioner-9995536369","Claretha Toy"
"9995637405","Practitioner/vhdir-practitioner-9995637405","Lynn Carroll"
"9990889920","Practitioner/vhdir-practitioner-9990889920","Candelaria Hyatt"
"9991091034","Practitioner/vhdir-practitioner-9991091034","Zenaida Schowalter"
"9996243474","Practitioner/vhdir-practitioner-9996243474","Landon Ankunding"
"9994324390","Practitioner/vhdir-practitioner-9994324390","Hector Murazik"
"9995435309","Practitioner/vhdir-practitioner-9995435309","Gary Ledner"
"9994829233","Practitioner/vhdir-practitioner-9994829233","Timothy Greenholt"
"9997556504","Practitioner/vhdir-practitioner-9997556504","Gale Breitenberg"
"9997556587","Practitioner/vhdir-practitioner-9997556587","Brent Wilderman"
"9991798906","Practitioner/vhdir-practitioner-9991798906","Amalia Cervántez"
"9997859515","Practitioner/vhdir-practitioner-9997859515","Spencer Dicki"
"9992102019","Practitioner/vhdir-practitioner-9992102019","Janet Hoppe"
"9999374734","Practitioner/vhdir-practitioner-9999374734","Gino Gulgowski"
"9998364653","Practitioner/vhdir-practitioner-9998364653","Myrna Olson"
"9990081110","Practitioner/vhdir-practitioner-9990081110","Tristan Kris"
"9993617161","Practitioner/vhdir-practitioner-9993617161","Estela Jaime"
"9992607057","Practitioner/vhdir-practitioner-9992607057","George Eichmann"
"9998869678","Practitioner/vhdir-practitioner-9998869678","Ralph Aufderhar"
"9990788859","Practitioner/vhdir-practitioner-9990788859","Duane Feil"
"9996748463","Practitioner/vhdir-practitioner-9996748463","Margarito Leannon"
"9998364604","Practitioner/vhdir-practitioner-9998364604","Dino Wolff"
"9992102803","Practitioner/vhdir-practitioner-9992102803","Carlo Boehm"
"9992809767","Practitioner/vhdir-practitioner-9992809767","Catalina Villagómez"
"9995435028","Practitioner/vhdir-practitioner-9995435028","Derick Farrell"
"9994526933","Practitioner/vhdir-practitioner-9994526933","Roosevelt White"
"9995132093","Practitioner/vhdir-practitioner-9995132093","Kristyn Robel"
"9997152360","Practitioner/vhdir-practitioner-9997152360","Latesha Herman"
"9992203690","Practitioner/vhdir-practitioner-9992203690","Monroe Rogahn"
"9994425070","Practitioner/vhdir-practitioner-9994425070","Bobbie Dickens"
"9999879519","Practitioner/vhdir-practitioner-9999879519","Armando Maldonado"
"9998364307","Practitioner/vhdir-practitioner-9998364307","Esteban Miller"
"9991192723","Practitioner/vhdir-practitioner-9991192723","Forrest Schaefer"
"9993617963","Practitioner/vhdir-practitioner-9993617963","Francisco Ruiz"
"9990283621","Practitioner/vhdir-practitioner-9990283621","Hernán Mendoza"
"9996940166","Practitioner/vhdir-practitioner-9996940166","Rosemary Hauck"
"9993617831","Practitioner/vhdir-practitioner-9993617831","Adela Daniel"
"9992203856","Practitioner/vhdir-practitioner-9992203856","Arlie Nicolas"
"9999970514","Practitioner/vhdir-practitioner-9999970514","Clemmie Halvorson"
"9994223991","Practitioner/vhdir-practitioner-9994223991","Desiree Vandervort"
"9997950254","Practitioner/vhdir-practitioner-9997950254","Ozzie Kohler"
"9991495608","Practitioner/vhdir-practitioner-9991495608","Elsa Peres"
"9992708739","Practitioner/vhdir-practitioner-9992708739","Marcella Pouros"
"9991798724","Practitioner/vhdir-practitioner-9991798724","Jonas Hackett"
"9993415982","Practitioner/vhdir-practitioner-9993415982","Les Beer"
"9994829076","Practitioner/vhdir-practitioner-9994829076","Tony Douglas"
"9997455337","Practitioner/vhdir-practitioner-9997455337","Stevie Strosin"
"9992809874","Practitioner/vhdir-practitioner-9992809874","Jovita O&apos;Kon"
