"NPI","Resource ID","Name","References List"
"9995334207","Practitioner/vhdir-practitioner-9995334207","Carter Krajcik"
"9990283779","Practitioner/vhdir-practitioner-9990283779","Gabriel Vela"
"9992607917","Practitioner/vhdir-practitioner-9992607917","Sanford Franecki"
"9996940463","Practitioner/vhdir-practitioner-9996940463","Jorge Luis Toledo"
"9993011061","Practitioner/vhdir-practitioner-9993011061","Domingo Gorczany"
"9998667539","Practitioner/vhdir-practitioner-9998667539","Andrés Arellano"
"9992001940","Practitioner/vhdir-practitioner-9992001940","Sheldon Steuber"
"9990980735","Practitioner/vhdir-practitioner-9990980735","Moses Hills"
"9995233261","Practitioner/vhdir-practitioner-9995233261","Kurt Terry"
"9993011228","Practitioner/vhdir-practitioner-9993011228","Vasiliki Brakus"
"9991293834","Practitioner/vhdir-practitioner-9991293834","Denis Ortiz"
"9995031354","Practitioner/vhdir-practitioner-9995031354","Monte Baumbach"
"9993011145","Practitioner/vhdir-practitioner-9993011145","Morton Aufderhar"
"9994920121","Practitioner/vhdir-practitioner-9994920121","Federico Ozuna"
"9992304172","Practitioner/vhdir-practitioner-9992304172","Luke VonRueden"
"9996243557","Practitioner/vhdir-practitioner-9996243557","Wilfredo O&apos;Reilly"
"9991990013","Practitioner/vhdir-practitioner-9991990013","Alex Rosenbaum"
"9997950411","Practitioner/vhdir-practitioner-9997950411","Hank Leannon"
"9994627184","Practitioner/vhdir-practitioner-9994627184","Ka Crona"
"9994526172","Practitioner/vhdir-practitioner-9994526172","Vanna Kertzmann"
