"NPI","Resource ID","Name","References List"
"9995334207","PractitionerRole/vhdir-practitionerrole-9995334207-0","Carter Krajcik","['9999177926', '9995338232']"
"9995334207","PractitionerRole/vhdir-practitionerrole-9995334207-1","Carter Krajcik","['9999177926', '9995338232']"
"9990283779","PractitionerRole/vhdir-practitionerrole-9990283779-0","Gabriel Vela","['9999177926', '9995338232', '9995131442']"
"9990283779","PractitionerRole/vhdir-practitionerrole-9990283779-1","Gabriel Vela","['9999177926', '9995338232', '9995131442']"
"9990283779","PractitionerRole/vhdir-practitionerrole-9990283779-2","Gabriel Vela","['9999177926', '9995338232', '9995131442']"
"9992607917","PractitionerRole/vhdir-practitionerrole-9992607917-0","Sanford Franecki","['9998062387', '9999670259', '9998863986']"
"9992607917","PractitionerRole/vhdir-practitionerrole-9992607917-1","Sanford Franecki","['9998062387', '9999670259', '9998863986']"
"9992607917","PractitionerRole/vhdir-practitionerrole-9992607917-2","Sanford Franecki","['9998062387', '9999670259', '9998863986']"
"9996940463","PractitionerRole/vhdir-practitionerrole-9996940463-0","Jorge Luis Toledo","['9999177926', '9995338232']"
"9996940463","PractitionerRole/vhdir-practitionerrole-9996940463-1","Jorge Luis Toledo","['9999177926', '9995338232']"
"9993011061","PractitionerRole/vhdir-practitionerrole-9993011061-0","Domingo Gorczany","['9998864828', '9991892344']"
"9993011061","PractitionerRole/vhdir-practitionerrole-9993011061-1","Domingo Gorczany","['9998864828', '9991892344']"
"9998667539","PractitionerRole/vhdir-practitionerrole-9998667539-0","Andrés Arellano","['9991692366']"
"9992001940","PractitionerRole/vhdir-practitionerrole-9992001940-0","Sheldon Steuber","['9999177926', '9995338232', '9995131442']"
"9992001940","PractitionerRole/vhdir-practitionerrole-9992001940-1","Sheldon Steuber","['9999177926', '9995338232', '9995131442']"
"9992001940","PractitionerRole/vhdir-practitionerrole-9992001940-2","Sheldon Steuber","['9999177926', '9995338232', '9995131442']"
"9990980735","PractitionerRole/vhdir-practitionerrole-9990980735-0","Moses Hills","['9999177926', '9995338232']"
"9990980735","PractitionerRole/vhdir-practitionerrole-9990980735-1","Moses Hills","['9999177926', '9995338232']"
"9995233261","PractitionerRole/vhdir-practitionerrole-9995233261-0","Kurt Terry","['9995731321', '9999278250', '9996441719']"
"9995233261","PractitionerRole/vhdir-practitionerrole-9995233261-1","Kurt Terry","['9995731321', '9999278250', '9996441719']"
"9995233261","PractitionerRole/vhdir-practitionerrole-9995233261-2","Kurt Terry","['9995731321', '9999278250', '9996441719']"
"9993011228","PractitionerRole/vhdir-practitionerrole-9993011228-0","Vasiliki Brakus","['9997659264']"
"9991293834","PractitionerRole/vhdir-practitionerrole-9991293834-0","Denis Ortiz","['9998864828', '9991892344']"
"9991293834","PractitionerRole/vhdir-practitionerrole-9991293834-1","Denis Ortiz","['9998864828', '9991892344']"
"9995031354","PractitionerRole/vhdir-practitionerrole-9995031354-0","Monte Baumbach","['9997659264']"
"9993011145","PractitionerRole/vhdir-practitionerrole-9993011145-0","Morton Aufderhar","['9999177926', '9995338232']"
"9993011145","PractitionerRole/vhdir-practitionerrole-9993011145-1","Morton Aufderhar","['9999177926', '9995338232']"
"9994920121","PractitionerRole/vhdir-practitionerrole-9994920121-0","Federico Ozuna","['9992607537', '9994723478']"
"9994920121","PractitionerRole/vhdir-practitionerrole-9994920121-1","Federico Ozuna","['9992607537', '9994723478']"
"9992304172","PractitionerRole/vhdir-practitionerrole-9992304172-0","Luke VonRueden","['9991692366']"
"9996243557","PractitionerRole/vhdir-practitionerrole-9996243557-0","Wilfredo O&apos;Reilly","['9992607537', '9994723478']"
"9996243557","PractitionerRole/vhdir-practitionerrole-9996243557-1","Wilfredo O&apos;Reilly","['9992607537', '9994723478']"
"9991990013","PractitionerRole/vhdir-practitionerrole-9991990013-0","Alex Rosenbaum","['9998269624', '9992006923', '9999177926']"
"9991990013","PractitionerRole/vhdir-practitionerrole-9991990013-1","Alex Rosenbaum","['9998269624', '9992006923', '9999177926']"
"9991990013","PractitionerRole/vhdir-practitionerrole-9991990013-2","Alex Rosenbaum","['9998269624', '9992006923', '9999177926']"
"9997950411","PractitionerRole/vhdir-practitionerrole-9997950411-0","Hank Leannon","['9998269624', '9992006923']"
"9997950411","PractitionerRole/vhdir-practitionerrole-9997950411-1","Hank Leannon","['9998269624', '9992006923']"
"9994627184","PractitionerRole/vhdir-practitionerrole-9994627184-0","Ka Crona","['9995935572', '9998962430']"
"9994627184","PractitionerRole/vhdir-practitionerrole-9994627184-1","Ka Crona","['9995935572', '9998962430']"
"9994526172","PractitionerRole/vhdir-practitionerrole-9994526172-0","Vanna Kertzmann","['9997552602']"
