"NPI","Resource ID","Name","References List"
"HPID010000","Organization/vhdir-network-HPID010000","Acme of Massechusetts Preferred Provider Network"
"HPID020000","Organization/vhdir-network-HPID020000","Green Circle of Massachusetts HMO"
"HPID030000","Organization/vhdir-network-HPID030000","Massachusetts Persona Preferred Provider Network"
"HPID040000","Organization/vhdir-network-HPID040000","Acme of Connecticut Preferred Provider Network"
"HPID050000","Organization/vhdir-network-HPID050000","Green Circle of Connecticut HMO"
"HPID060000","Organization/vhdir-network-HPID060000","Connecticut Persona Preferred Provider Network"
"HPID070000","Organization/vhdir-network-HPID070000","Acme of Rhode Island Preferred Provider Network"
"HPID080000","Organization/vhdir-network-HPID080000","Green Circle of Rhode Island HMO"
"HPID090000","Organization/vhdir-network-HPID090000","Rhode Island Persona Preferred Provider Network"
"HPID100000","Organization/vhdir-network-HPID100000","State of Massachusetts Preferred Provider Network"
"HPID110000","Organization/vhdir-network-HPID110000","State of Connecticut HMO"
"HPID120000","Organization/vhdir-network-HPID120000","State of Rhode Island Preferred Provider Network"
"HPID130000","Organization/vhdir-network-HPID130000","United Technologies Preferred Provider Network"
