"NPI","Resource ID","Name","References List"
"9995334207","Practitioner/vhdir-practitioner-9995334207","Ernesto Valencia"
"9990283779","Practitioner/vhdir-practitioner-9990283779","Vicente Luevano"
"9992607917","Practitioner/vhdir-practitioner-9992607917","Jake Stanton"
"9996940463","Practitioner/vhdir-practitioner-9996940463","Waldo Greenholt"
"9993011061","Practitioner/vhdir-practitioner-9993011061","Jarred Durgan"
"9998667539","Practitioner/vhdir-practitioner-9998667539","Danial Von"
"9992001940","Practitioner/vhdir-practitioner-9992001940","Amado Padberg"
"9990980735","Practitioner/vhdir-practitioner-9990980735","Marco Antonio Ureña"
"9995233261","Practitioner/vhdir-practitioner-9995233261","Rich Reichert"
"9993011228","Practitioner/vhdir-practitioner-9993011228","Sharee Dickinson"
"9991293834","Practitioner/vhdir-practitioner-9991293834","Alberto Carreón"
"9995031354","Practitioner/vhdir-practitioner-9995031354","Eddy Erdman"
"9993011145","Practitioner/vhdir-practitioner-9993011145","Lupe Spinka"
"9994920121","Practitioner/vhdir-practitioner-9994920121","Rey Gorczany"
"9992304172","Practitioner/vhdir-practitioner-9992304172","Eric Connelly"
"9996243557","Practitioner/vhdir-practitioner-9996243557","Kirk Quitzon"
"9991990013","Practitioner/vhdir-practitioner-9991990013","David Mosciski"
"9997950411","Practitioner/vhdir-practitioner-9997950411","Henry Torp"
"9994627184","Practitioner/vhdir-practitioner-9994627184","Catalina Grijalva"
"9994526172","Practitioner/vhdir-practitioner-9994526172","Jutta Jakubowski"
"9993516068","Practitioner/vhdir-practitioner-9993516068","Foster Ondricka"
"9995233238","Practitioner/vhdir-practitioner-9995233238","Domingo Jakubowski"
"9995132226","Practitioner/vhdir-practitioner-9995132226","Clemente Márquez"
"9996142504","Practitioner/vhdir-practitioner-9996142504","Doug Walker"
"9991697050","Practitioner/vhdir-practitioner-9991697050","Scot Windler"
"9994324309","Practitioner/vhdir-practitioner-9994324309","Sybil Paucek"
"9998567806","Practitioner/vhdir-practitioner-9998567806","Graciela Roybal"
"9995536369","Practitioner/vhdir-practitioner-9995536369","Deadra Crist"
"9995637405","Practitioner/vhdir-practitioner-9995637405","Jackson Hermann"
"9990889920","Practitioner/vhdir-practitioner-9990889920","Janeth Bayer"
"9991091034","Practitioner/vhdir-practitioner-9991091034","Rosalee Nader"
"9996243474","Practitioner/vhdir-practitioner-9996243474","Raúl Aguilera"
"9994324390","Practitioner/vhdir-practitioner-9994324390","Mauro Cassin"
"9995435309","Practitioner/vhdir-practitioner-9995435309","Ernesto Henríquez"
"9994829233","Practitioner/vhdir-practitioner-9994829233","Lazaro Wiza"
"9997556504","Practitioner/vhdir-practitioner-9997556504","María Elena Chacón"
"9997556587","Practitioner/vhdir-practitioner-9997556587","Arnoldo Nikolaus"
"9991798906","Practitioner/vhdir-practitioner-9991798906","Cher Barrows"
"9997859515","Practitioner/vhdir-practitioner-9997859515","Hoyt Heathcote"
